Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2025,Regular Season,Chunichi Dragons,37,"<a href=""https://proeyekyuu.com/player/?PlayerID=71675157"">Hama, Shonosuke</a>",OF,2,1.000,1,0,0,0,,71675157
2025,Regular Season,Saitama Seibu Lions,6,"<a href=""https://proeyekyuu.com/player/?PlayerID=71775134"">Genda, Sosuke</a>",SS,103,0.987,143,249,5,44,,71775134
2025,Climax Series - First Stage,Orix Buffaloes,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=71775139"">Kuri, Allen</a>",P,1,1.000,0,1,0,0,,71775139
2025,Regular Season,Orix Buffaloes,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=71775139"">Kuri, Allen</a>",P,25,1.000,11,22,0,1,,71775139
2025,Climax Series - Final Stage,Hanshin Tigers,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=71775151"">Onodera, Dan</a>",OF,2,1.000,1,0,0,0,,71775151
2025,Japan Series,Hanshin Tigers,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=71775151"">Onodera, Dan</a>",OF,1,0.000,0,0,0,0,,71775151
2025,Regular Season,Hanshin Tigers,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=71775151"">Onodera, Dan</a>",1B,6,1.000,13,1,0,1,,71775151
2025,Regular Season,Hanshin Tigers,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=71775151"">Onodera, Dan</a>",OF,14,1.000,18,0,0,0,,71775151
2025,Regular Season,Tohoku Rakuten Golden Eagles,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=71775157"">Komago, Ryuji</a>",P,1,0.000,0,0,0,0,,71775157
2025,Regular Season,Chiba Lotte Marines,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=71775159"">Kimura, Yuto</a>",P,22,1.000,5,7,0,0,,71775159
2025,Regular Season,Yokohama DeNA Baystars,92,"<a href=""https://proeyekyuu.com/player/?PlayerID=71875134"">Horioka, Hayato</a>",P,13,1.000,2,5,0,0,,71875134
2025,Climax Series - First Stage,Orix Buffaloes,18,"<a href=""https://proeyekyuu.com/player/?PlayerID=71875151"">Miyagi, Hiroya</a>",P,1,0.000,0,0,0,0,,71875151
2025,Regular Season,Orix Buffaloes,18,"<a href=""https://proeyekyuu.com/player/?PlayerID=71875151"">Miyagi, Hiroya</a>",P,23,0.952,4,16,1,1,,71875151
2025,Regular Season,Tohoku Rakuten Golden Eagles,47,"<a href=""https://proeyekyuu.com/player/?PlayerID=71875153"">Fujii, Masaru</a>",P,22,1.000,1,19,0,3,,71875153
2025,Regular Season,Chunichi Dragons,42,"<a href=""https://proeyekyuu.com/player/?PlayerID=71875155"">Bright, Kenta</a>",OF,34,1.000,45,3,0,0,,71875155
2025,Regular Season,Fukuoka Softbank Hawks,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=71875157"">Maeda, Jun</a>",P,10,0.889,2,6,1,0,,71875157
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,41,"<a href=""https://proeyekyuu.com/player/?PlayerID=71975134"">Sasaki, Chihaya</a>",P,2,0.000,0,0,0,0,,71975134
2025,Climax Series - First Stage,Yokohama DeNA Baystars,41,"<a href=""https://proeyekyuu.com/player/?PlayerID=71975134"">Sasaki, Chihaya</a>",P,1,1.000,0,2,0,0,,71975134
2025,Regular Season,Yokohama DeNA Baystars,41,"<a href=""https://proeyekyuu.com/player/?PlayerID=71975134"">Sasaki, Chihaya</a>",P,20,1.000,0,3,0,0,,71975134
2025,Regular Season,Hiroshima Toyo Carp,94,"<a href=""https://proeyekyuu.com/player/?PlayerID=71975159"">Sato, Keisuke</a>",2B,4,1.000,5,5,0,2,,71975159
2025,Regular Season,Hiroshima Toyo Carp,94,"<a href=""https://proeyekyuu.com/player/?PlayerID=71975159"">Sato, Keisuke</a>",OF,2,1.000,1,0,0,0,,71975159
2025,Regular Season,Tokyo Yakult Swallows,11,"<a href=""https://proeyekyuu.com/player/?PlayerID=73075150"">Avila, Pedro</a>",P,15,0.800,5,7,3,0,,73075150
2025,Regular Season,Hokkaido Nippon-Ham Fighters,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=73075159"">Reyes, Franmil</a>",1B,8,1.000,53,8,0,5,,73075159
2025,Regular Season,Tohoku Rakuten Golden Eagles,48,"<a href=""https://proeyekyuu.com/player/?PlayerID=73175138"">Watanabe, Yoshiaki</a>",1B,14,0.971,61,6,2,6,,73175138
2025,Regular Season,Tohoku Rakuten Golden Eagles,48,"<a href=""https://proeyekyuu.com/player/?PlayerID=73175138"">Watanabe, Yoshiaki</a>",2B,2,1.000,3,0,0,0,,73175138
2025,Regular Season,Tohoku Rakuten Golden Eagles,48,"<a href=""https://proeyekyuu.com/player/?PlayerID=73175138"">Watanabe, Yoshiaki</a>",3B,1,0.000,0,0,0,0,,73175138
2025,Regular Season,Tohoku Rakuten Golden Eagles,48,"<a href=""https://proeyekyuu.com/player/?PlayerID=73175138"">Watanabe, Yoshiaki</a>",OF,37,0.981,51,1,1,1,,73175138
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=73175151"">Yanagimachi, Tatsuru</a>",OF,6,1.000,13,0,0,0,,73175151
2025,Japan Series,Fukuoka Softbank Hawks,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=73175151"">Yanagimachi, Tatsuru</a>",OF,5,1.000,6,0,0,0,,73175151
2025,Regular Season,Fukuoka Softbank Hawks,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=73175151"">Yanagimachi, Tatsuru</a>",OF,123,0.991,207,8,2,0,,73175151
2025,Regular Season,Chunichi Dragons,29,"<a href=""https://proeyekyuu.com/player/?PlayerID=73175153"">Matsukihira, Yuta</a>",P,1,1.000,0,1,0,0,,73175153
2025,Regular Season,Hiroshima Toyo Carp,45,"<a href=""https://proeyekyuu.com/player/?PlayerID=73175155"">Matsumoto, Ryuya</a>",P,4,0.000,0,0,0,0,,73175155
2025,Regular Season,Fukuoka Softbank Hawks,85,"<a href=""https://proeyekyuu.com/player/?PlayerID=73175157"">Miyazaki, Hayato</a>",P,2,0.000,0,0,0,0,,73175157
2025,Regular Season,Tohoku Rakuten Golden Eagles,61,"<a href=""https://proeyekyuu.com/player/?PlayerID=73175159"">Matsuda, Takuma</a>",P,1,0.000,0,0,0,0,,73175159
2025,Climax Series - First Stage,Yomiuri Giants,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=73375134"">Yoshikawa, Naoki</a>",2B,2,1.000,7,5,0,2,,73375134
2025,Regular Season,Yomiuri Giants,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=73375134"">Yoshikawa, Naoki</a>",2B,106,0.989,237,328,6,63,,73375134
2025,Regular Season,Yokohama DeNA Baystars,3,"<a href=""https://proeyekyuu.com/player/?PlayerID=73375151"">Austin, Tyler</a>",1B,56,0.996,448,36,2,26,,73375151
2025,Regular Season,Hiroshima Toyo Carp,13,"<a href=""https://proeyekyuu.com/player/?PlayerID=73375153"">Moriura, Daisuke</a>",P,60,0.900,1,17,2,1,,73375153
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=73375157"">Yazawa, Kota</a>",OF,4,1.000,7,0,0,0,,73375157
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=73375157"">Yazawa, Kota</a>",OF,2,1.000,1,0,0,0,,73375157
2025,Regular Season,Hokkaido Nippon-Ham Fighters,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=73375157"">Yazawa, Kota</a>",OF,73,0.967,116,2,4,0,,73375157
2025,Regular Season,Tohoku Rakuten Golden Eagles,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=73575132"">Sung, Chia-Hao</a>",P,10,1.000,1,1,0,0,,73575132
2025,Climax Series - First Stage,Yomiuri Giants,13,"<a href=""https://proeyekyuu.com/player/?PlayerID=73575150"">Cabbage, Trey</a>",OF,2,0.000,0,0,0,0,,73575150
2025,Regular Season,Yomiuri Giants,13,"<a href=""https://proeyekyuu.com/player/?PlayerID=73575150"">Cabbage, Trey</a>",OF,113,0.969,186,3,6,1,,73575150
2025,Regular Season,Hanshin Tigers,42,"<a href=""https://proeyekyuu.com/player/?PlayerID=73775150"">Nelson, Nick</a>",P,23,1.000,0,5,0,1,,73775150
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=73975136"">Martinez, Ariel</a>",1B,2,1.000,8,1,0,0,,73975136
2025,Regular Season,Hokkaido Nippon-Ham Fighters,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=73975136"">Martinez, Ariel</a>",1B,13,0.989,81,11,1,5,,73975136
2025,Regular Season,Saitama Seibu Lions,56,"<a href=""https://proeyekyuu.com/player/?PlayerID=73975150"">Ramirez, Emmanuel</a>",P,27,1.000,2,3,0,0,,73975150
2025,Regular Season,Yomiuri Giants,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=73975155"">Keller, Kyle</a>",P,45,1.000,3,3,0,0,,73975155
2025,Regular Season,Hiroshima Toyo Carp,68,"<a href=""https://proeyekyuu.com/player/?PlayerID=73975159"">Hearn, Taylor</a>",P,55,1.000,1,5,0,1,,73975159
2025,Regular Season,Tokyo Yakult Swallows,013,"<a href=""https://proeyekyuu.com/player/?PlayerID=77575159"">Shimokawa, Shunsuke</a>",P,9,1.000,0,2,0,0,,77575159
2025,Climax Series - First Stage,Orix Buffaloes,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=81085138"">Tongu, Yuma</a>",1B,1,1.000,7,0,0,0,,81085138
2025,Regular Season,Orix Buffaloes,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=81085138"">Tongu, Yuma</a>",1B,126,0.994,992,82,7,90,,81085138
2025,Regular Season,Hokkaido Nippon-Ham Fighters,31,"<a href=""https://proeyekyuu.com/player/?PlayerID=81085150"">Shibata, Reo</a>",P,4,1.000,0,1,0,0,,81085150
2025,Climax Series - First Stage,Yomiuri Giants,15,"<a href=""https://proeyekyuu.com/player/?PlayerID=81085155"">Ota, Taisei</a>",P,1,0.500,0,1,1,0,,81085155
2025,Regular Season,Yomiuri Giants,15,"<a href=""https://proeyekyuu.com/player/?PlayerID=81085155"">Ota, Taisei</a>",P,62,1.000,3,9,0,1,,81085155
2025,Regular Season,Hiroshima Toyo Carp,98,"<a href=""https://proeyekyuu.com/player/?PlayerID=81085157"">Tsuji, Taiga</a>",P,16,0.000,0,0,0,0,,81085157
2025,Regular Season,Yokohama DeNA Baystars,29,"<a href=""https://proeyekyuu.com/player/?PlayerID=81185116"">Itoh, Hikaru</a>",C,2,1.000,8,0,0,0,0,81185116
2025,Regular Season,Hiroshima Toyo Carp,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=81185133"">Isomura, Yoshitaka</a>",C,1,1.000,3,1,0,0,0,81185133
2025,Regular Season,Hanshin Tigers,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=81185134"">Itohara, Kento</a>",1B,1,0.750,3,0,1,0,,81185134
2025,Regular Season,Hanshin Tigers,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=81185134"">Itohara, Kento</a>",3B,6,1.000,3,10,0,0,,81185134
2025,Regular Season,Orix Buffaloes,37,"<a href=""https://proeyekyuu.com/player/?PlayerID=81185139"">Ishikawa, Ryo</a>",C,1,0.000,0,0,0,0,0,81185139
2025,Regular Season,Hanshin Tigers,48,"<a href=""https://proeyekyuu.com/player/?PlayerID=81185157"">Ibaragi, Hidetoshi</a>",P,2,1.000,1,1,0,0,,81185157
2025,Regular Season,Tokyo Yakult Swallows,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=81185159"">Itoh, Ryui</a>",2B,12,1.000,4,5,0,1,,81185159
2025,Regular Season,Tokyo Yakult Swallows,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=81185159"">Itoh, Ryui</a>",3B,4,1.000,0,1,0,0,,81185159
2025,Regular Season,Tokyo Yakult Swallows,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=81185159"">Itoh, Ryui</a>",SS,70,0.991,64,159,2,29,,81185159
2025,Regular Season,Orix Buffaloes,16,"<a href=""https://proeyekyuu.com/player/?PlayerID=81285112"">Hirano, Yoshihisa</a>",P,3,1.000,0,2,0,0,,81285112
2025,Climax Series - First Stage,Yomiuri Giants,41,"<a href=""https://proeyekyuu.com/player/?PlayerID=81285132"">Nakagawa, Kota</a>",P,2,0.000,0,0,0,0,,81285132
2025,Regular Season,Yomiuri Giants,41,"<a href=""https://proeyekyuu.com/player/?PlayerID=81285132"">Nakagawa, Kota</a>",P,63,0.857,2,10,2,0,,81285132
2025,Regular Season,Hiroshima Toyo Carp,96,"<a href=""https://proeyekyuu.com/player/?PlayerID=81285136"">Nakamura, Shosei</a>",OF,87,0.995,205,2,1,0,,81285136
2025,Regular Season,Chunichi Dragons,30,"<a href=""https://proeyekyuu.com/player/?PlayerID=81285138"">Neo, Akira</a>",P,4,0.000,0,0,0,0,,81285138
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,11,"<a href=""https://proeyekyuu.com/player/?PlayerID=81285151"">Tsumori, Yuki</a>",P,1,1.000,0,1,0,0,,81285151
2025,Regular Season,Fukuoka Softbank Hawks,11,"<a href=""https://proeyekyuu.com/player/?PlayerID=81285151"">Tsumori, Yuki</a>",P,22,1.000,0,3,0,0,,81285151
2025,Regular Season,Chunichi Dragons,27,"<a href=""https://proeyekyuu.com/player/?PlayerID=81285159"">Tsuda, Keishi</a>",2B,1,1.000,1,0,0,0,,81285159
2025,Regular Season,Chunichi Dragons,27,"<a href=""https://proeyekyuu.com/player/?PlayerID=81285159"">Tsuda, Keishi</a>",SS,2,1.000,0,1,0,0,,81285159
2025,Regular Season,Tokyo Yakult Swallows,46,"<a href=""https://proeyekyuu.com/player/?PlayerID=81385130"">Ohta, Kengo</a>",OF,32,0.980,48,1,1,0,,81385130
2025,Regular Season,Tohoku Rakuten Golden Eagles,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=81385138"">Ogoh, Yuya</a>",OF,79,0.974,110,4,3,0,,81385138
2025,Regular Season,Yomiuri Giants,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=81385150"">Urata, Shunsuke</a>",2B,13,1.000,23,34,0,6,,81385150
2025,Regular Season,Yomiuri Giants,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=81385150"">Urata, Shunsuke</a>",3B,1,1.000,1,4,0,0,,81385150
2025,Regular Season,Yomiuri Giants,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=81385150"">Urata, Shunsuke</a>",SS,3,1.000,1,1,0,0,,81385150
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,62,"<a href=""https://proeyekyuu.com/player/?PlayerID=81385151"">Umino, Takashi</a>",C,5,1.000,39,2,0,1,1,81385151
2025,Japan Series,Fukuoka Softbank Hawks,62,"<a href=""https://proeyekyuu.com/player/?PlayerID=81385151"">Umino, Takashi</a>",C,5,0.976,36,4,1,0,1,81385151
2025,Regular Season,Fukuoka Softbank Hawks,62,"<a href=""https://proeyekyuu.com/player/?PlayerID=81385151"">Umino, Takashi</a>",C,105,0.999,670,66,1,7,4,81385151
2025,Regular Season,Yokohama DeNA Baystars,68,"<a href=""https://proeyekyuu.com/player/?PlayerID=81385153"">Iwata, Masaki</a>",P,3,0.000,0,0,0,0,,81385153
2025,Regular Season,Yomiuri Giants,38,"<a href=""https://proeyekyuu.com/player/?PlayerID=81385155"">Okada, Yuki</a>",OF,5,1.000,11,0,0,0,,81385155
2025,Regular Season,Orix Buffaloes,9,"<a href=""https://proeyekyuu.com/player/?PlayerID=81485155"">Noguchi, Tomoya</a>",2B,10,1.000,11,16,0,4,,81485155
2025,Regular Season,Orix Buffaloes,9,"<a href=""https://proeyekyuu.com/player/?PlayerID=81485155"">Noguchi, Tomoya</a>",3B,7,0.933,4,10,1,1,,81485155
2025,Regular Season,Orix Buffaloes,9,"<a href=""https://proeyekyuu.com/player/?PlayerID=81485155"">Noguchi, Tomoya</a>",SS,9,0.931,10,17,2,4,,81485155
2025,Regular Season,Yomiuri Giants,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=81485157"">Hagio, Masaya</a>",OF,6,1.000,16,0,0,0,,81485157
2025,Regular Season,Chunichi Dragons,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585132"">Kawagoe, Seiji</a>",OF,4,0.800,4,0,1,0,,81585132
2025,Regular Season,Yokohama DeNA Baystars,9,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585134"">Kyoda, Yota</a>",1B,5,1.000,5,0,0,1,,81585134
2025,Regular Season,Yokohama DeNA Baystars,9,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585134"">Kyoda, Yota</a>",3B,7,1.000,0,6,0,0,,81585134
2025,Regular Season,Yokohama DeNA Baystars,9,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585134"">Kyoda, Yota</a>",SS,61,0.971,79,121,6,22,,81585134
2025,Climax Series - Final Stage,Hanshin Tigers,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585136"">Kumagai, Takahiro</a>",SS,1,0.800,4,0,1,0,,81585136
2025,Japan Series,Hanshin Tigers,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585136"">Kumagai, Takahiro</a>",1B,1,0.000,0,0,0,0,,81585136
2025,Japan Series,Hanshin Tigers,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585136"">Kumagai, Takahiro</a>",OF,1,0.000,0,0,0,0,,81585136
2025,Japan Series,Hanshin Tigers,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585136"">Kumagai, Takahiro</a>",SS,1,1.000,0,1,0,0,,81585136
2025,Regular Season,Hanshin Tigers,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585136"">Kumagai, Takahiro</a>",1B,6,1.000,6,1,0,2,,81585136
2025,Regular Season,Hanshin Tigers,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585136"">Kumagai, Takahiro</a>",2B,2,1.000,1,2,0,0,,81585136
2025,Regular Season,Hanshin Tigers,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585136"">Kumagai, Takahiro</a>",3B,20,1.000,11,11,0,0,,81585136
2025,Regular Season,Hanshin Tigers,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585136"">Kumagai, Takahiro</a>",OF,21,1.000,26,2,0,0,,81585136
2025,Regular Season,Hanshin Tigers,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585136"">Kumagai, Takahiro</a>",SS,32,1.000,45,75,0,13,,81585136
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,64,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585138"">Kamichatani, Taiga</a>",P,1,0.000,0,0,0,0,,81585138
2025,Regular Season,Fukuoka Softbank Hawks,64,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585138"">Kamichatani, Taiga</a>",P,8,1.000,1,3,0,0,,81585138
2025,Regular Season,Chunichi Dragons,1,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585151"">Okabayashi, Yuki</a>",OF,143,0.994,346,2,2,0,,81585151
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,57,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585153"">Ogata, Riku</a>",OF,2,1.000,1,0,0,0,,81585153
2025,Japan Series,Fukuoka Softbank Hawks,57,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585153"">Ogata, Riku</a>",OF,3,0.000,0,0,0,0,,81585153
2025,Regular Season,Fukuoka Softbank Hawks,57,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585153"">Ogata, Riku</a>",OF,90,1.000,49,1,0,0,,81585153
2025,Regular Season,Hiroshima Toyo Carp,56,"<a href=""https://proeyekyuu.com/player/?PlayerID=81585157"">Kubo, Shu</a>",OF,11,1.000,14,0,0,0,,81585157
2025,Regular Season,Saitama Seibu Lions,17,"<a href=""https://proeyekyuu.com/player/?PlayerID=81685138"">Matsumoto, Wataru</a>",P,3,1.000,0,1,0,0,,81685138
2025,Regular Season,Hanshin Tigers,25,"<a href=""https://proeyekyuu.com/player/?PlayerID=81685139"">Watanabe, Ryo</a>",3B,1,1.000,1,3,0,0,,81685139
2025,Regular Season,Chiba Lotte Marines,64,"<a href=""https://proeyekyuu.com/player/?PlayerID=81685150"">Hiroike, Koshiro</a>",P,18,1.000,1,1,0,0,,81685150
2025,Regular Season,Saitama Seibu Lions,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=81685153"">Hasegawa, Shinya</a>",OF,130,0.989,272,2,3,1,,81685153
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,94,"<a href=""https://proeyekyuu.com/player/?PlayerID=81685155"">Fukushima, Ren</a>",P,1,1.000,2,0,0,0,,81685155
2025,Regular Season,Hokkaido Nippon-Ham Fighters,94,"<a href=""https://proeyekyuu.com/player/?PlayerID=81685155"">Fukushima, Ren</a>",P,8,1.000,2,4,0,0,,81685155
2025,Regular Season,Chunichi Dragons,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=81685157"">Fukunaga, Hiroki</a>",2B,4,0.923,7,5,1,0,,81685157
2025,Regular Season,Chunichi Dragons,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=81685157"">Fukunaga, Hiroki</a>",3B,14,0.929,12,14,2,1,,81685157
2025,Regular Season,Chunichi Dragons,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=81785133"">Gotoh, Shunta</a>",OF,16,1.000,13,0,0,0,,81785133
2025,Regular Season,Tokyo Yakult Swallows,66,"<a href=""https://proeyekyuu.com/player/?PlayerID=81785136"">Sakaguchi, Kousuke</a>",P,18,1.000,2,3,0,0,,81785136
2025,Regular Season,Chunichi Dragons,65,"<a href=""https://proeyekyuu.com/player/?PlayerID=81785138"">Satoh, Ryusei</a>",3B,22,0.959,15,32,2,8,,81785138
2025,Regular Season,Hanshin Tigers,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=81785150"">Kudo, Taisei</a>",P,18,1.000,0,3,0,0,,81785150
2025,Regular Season,Hokkaido Nippon-Ham Fighters,28,"<a href=""https://proeyekyuu.com/player/?PlayerID=81785151"">Kawano, Ryusei</a>",P,32,1.000,0,6,0,0,,81785151
2025,Regular Season,Saitama Seibu Lions,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=81785155"">Koga, Yuto</a>",C,112,0.994,704,70,5,10,4,81785155
2025,Regular Season,Tokyo Yakult Swallows,56,"<a href=""https://proeyekyuu.com/player/?PlayerID=81785157"">Sakamoto, Takumi</a>",P,1,0.000,0,0,0,0,,81785157
2025,Regular Season,Chiba Lotte Marines,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=81885136"">Yasuda, Hisanori</a>",1B,2,1.000,1,1,0,0,,81885136
2025,Regular Season,Chiba Lotte Marines,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=81885136"">Yasuda, Hisanori</a>",3B,90,0.960,60,108,7,10,,81885136
2025,Regular Season,Yomiuri Giants,62,"<a href=""https://proeyekyuu.com/player/?PlayerID=81885138"">Yokogawa, Kai</a>",P,25,1.000,5,16,0,3,,81885138
2025,Regular Season,Chiba Lotte Marines,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=81885150"">Miyazaki, Ryusei</a>",2B,32,1.000,54,57,0,11,,81885150
2025,Regular Season,Chiba Lotte Marines,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=81885150"">Miyazaki, Ryusei</a>",3B,6,1.000,2,2,0,1,,81885150
2025,Regular Season,Chiba Lotte Marines,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=81885150"">Miyazaki, Ryusei</a>",SS,1,0.000,0,0,0,0,,81885150
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,31,"<a href=""https://proeyekyuu.com/player/?PlayerID=81885155"">Masaki, Tomoya</a>",OF,1,1.000,1,0,0,0,,81885155
2025,Regular Season,Fukuoka Softbank Hawks,31,"<a href=""https://proeyekyuu.com/player/?PlayerID=81885155"">Masaki, Tomoya</a>",OF,17,1.000,46,1,0,0,,81885155
2025,Regular Season,Orix Buffaloes,62,"<a href=""https://proeyekyuu.com/player/?PlayerID=81885159"">Hori, Shuna</a>",C,3,1.000,8,2,0,1,0,81885159
2025,Regular Season,Chiba Lotte Marines,11,"<a href=""https://proeyekyuu.com/player/?PlayerID=81985133"">Sawamura, Hirokazu</a>",P,20,1.000,0,2,0,0,,81985133
2025,Regular Season,Tohoku Rakuten Golden Eagles,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=81985135"">Suzuki, Daichi</a>",1B,35,0.993,136,9,1,5,,81985135
2025,Regular Season,Tohoku Rakuten Golden Eagles,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=81985135"">Suzuki, Daichi</a>",3B,25,1.000,9,15,0,3,,81985135
2025,Regular Season,Tohoku Rakuten Golden Eagles,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=81985135"">Suzuki, Daichi</a>",OF,19,1.000,28,0,0,0,,81985135
2025,Regular Season,Tohoku Rakuten Golden Eagles,71,"<a href=""https://proeyekyuu.com/player/?PlayerID=81985155"">Shibata, Daichi</a>",P,6,1.000,1,3,0,0,,81985155
2025,Regular Season,Orix Buffaloes,17,"<a href=""https://proeyekyuu.com/player/?PlayerID=81985157"">Sotani, Ryuhei</a>",P,21,1.000,4,16,0,0,,81985157
2025,Regular Season,Orix Buffaloes,19,"<a href=""https://proeyekyuu.com/player/?PlayerID=83185134"">Yamaoka, Taisuke</a>",P,41,1.000,2,1,0,0,,83185134
2025,Regular Season,Orix Buffaloes,47,"<a href=""https://proeyekyuu.com/player/?PlayerID=83185150"">Yamaguchi, Reo</a>",P,1,0.000,0,0,0,0,,83185150
2025,Regular Season,Chunichi Dragons,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=83185155"">Miya, Taisei</a>",C,3,1.000,19,1,0,0,0,83185155
2025,Regular Season,Hokkaido Nippon-Ham Fighters,36,"<a href=""https://proeyekyuu.com/player/?PlayerID=83185159"">Miyazaki, Kazuki</a>",OF,4,1.000,1,0,0,0,,83185159
2025,Regular Season,Yomiuri Giants,037,"<a href=""https://proeyekyuu.com/player/?PlayerID=83285159"">Chlup, Marek</a>",OF,1,1.000,2,0,0,0,,83285159
2025,Regular Season,Saitama Seibu Lions,8,"<a href=""https://proeyekyuu.com/player/?PlayerID=83385150"">Watanabe, Seiya</a>",OF,103,0.985,192,4,3,0,,83385150
2025,Regular Season,Saitama Seibu Lions,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=83385153"">Yamamura, Takayoshi</a>",1B,12,0.966,27,1,1,5,,83385153
2025,Regular Season,Saitama Seibu Lions,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=83385153"">Yamamura, Takayoshi</a>",2B,19,0.970,20,44,2,6,,83385153
2025,Regular Season,Saitama Seibu Lions,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=83385153"">Yamamura, Takayoshi</a>",3B,44,0.930,24,42,5,6,,83385153
2025,Regular Season,Chiba Lotte Marines,91,"<a href=""https://proeyekyuu.com/player/?PlayerID=83385157"">Yoshikawa, Yuto</a>",P,2,1.000,1,0,0,0,,83385157
2025,Regular Season,Orix Buffaloes,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=83585150"">Diaz, Jordan</a>",1B,4,1.000,34,0,0,4,,83585150
2025,Regular Season,Chunichi Dragons,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=83785150"">Vosler, Jason</a>",1B,104,0.995,856,74,5,76,,83785150
